index,train_loss,val_loss,train_acc,val_acc
0,0.5521179248846652,0.4293255851666133,0.7679721030042919,0.803333334128062
1,0.28952564282478693,0.382676428159078,0.8843884120171673,0.84
2,0.1704917490859991,0.6653499154249827,0.9373654756780025,0.7700000007947286
3,0.13475247064981083,0.5248948254187902,0.9531652360515022,0.818333334128062
4,0.11687554992383642,0.6640446364879609,0.9590128755364807,0.7916666658719381
5,0.1109484107316974,0.6634932700792948,0.9591584158415841,0.7916666674613952
6,0.0904627847781029,0.807005424896876,0.9705472103004292,0.7816666674613952
7,0.087068746357061,0.20119002744555473,0.9707618025751072,0.9133333333333333
8,0.08153381998267055,0.3518785605827967,0.9729875161429187,0.88
9,0.06871030259379805,0.5494924352566402,0.976824034334764,0.8333333341280619
10,0.063968741869436,0.49227532307306926,0.9787017167381974,0.8466666674613953
11,0.05628118624461088,0.5121470165252685,0.9803594489883771,0.8500000007947286
12,0.05146097843999906,0.36506044447422026,0.9827789699570816,0.8850000007947286
13,0.05629023909456368,0.3254405224323273,0.9802038626609442,0.8850000007947286
14,0.0480699757598012,0.3236339801549912,0.9830499354283254,0.9049999992052714
15,0.05024034342430772,0.9356058446566263,0.9835300429184549,0.79
16,0.040486622947296165,0.3352567032972972,0.9865343347639485,0.8950000007947286
17,0.038407384689570154,0.4813290003935496,0.9868704261730521,0.8516666674613953
18,0.03560577293137456,0.3879683005809784,0.9881437768240343,0.8833333341280619
19,0.04689224795745626,0.34265806635220847,0.9830472103004292,0.8933333341280619
20,0.03333685765517432,0.28696808179219563,0.9880004304778304,0.91
21,0.026828574400735907,0.32195319294929503,0.9905042918454936,0.9033333341280619
22,0.03643031688744318,0.09418244441350301,0.9875,0.9683333325386048
23,0.02499277171842414,0.4665219306945801,0.9907985363753766,0.8983333333333333
24,0.024251250256420775,0.3411401025454203,0.9916845493562232,0.9066666674613952
25,0.03320089102464892,0.14593057781457902,0.9881437768240343,0.9483333325386047
26,0.02313948821022153,0.1138767405351003,0.9916056823073611,0.9650000007947286
27,0.025031317530613398,0.21154072761535644,0.9913090128755365,0.923333334128062
28,0.024009272468450634,0.3967937077511529,0.9912828239345673,0.875
29,0.024146358597637963,0.22346108078956603,0.9912553648068669,0.9366666674613953
30,0.02881845674010857,0.17626579264799755,0.9899678111587983,0.9450000007947286
31,0.02309013650557547,0.15315143048763274,0.9920361601377529,0.9550000007947286
32,0.01749423043420471,0.10731547569235166,0.9935085836909872,0.9649999992052714
33,0.017675359361510542,0.24637167116006214,0.9940450643776824,0.9316666674613953
34,0.022623285946810172,0.5140632971127828,0.9923052087817478,0.8850000007947286
35,0.021008146705965024,0.08419065959751607,0.9925429184549356,0.975
36,0.01748004937510115,0.11448954383532206,0.9936695278969957,0.9516666674613953
37,0.02642489667838978,0.06258839209253589,0.9914442531209643,0.9783333341280619
38,0.024711283777921377,0.21498649537563325,0.9914163090128756,0.953333334128062
39,0.02377745987473938,0.29286284764607745,0.9920600858369099,0.928333334128062
40,0.01779849442499169,0.44144171555837,0.9940809298321136,0.9133333333333333
41,0.015926463762571612,0.4916867351531982,0.9944742489270386,0.9166666674613952
42,0.014471270586386928,0.16778351957599322,0.9954935622317597,0.9600000007947286
43,0.0248892316831397,0.13814467440048853,0.9916594920361601,0.9600000007947286
44,0.017222146133113993,0.19608392377694447,0.9946351931330472,0.9566666674613953
45,0.010783097022656157,0.15197093586126964,0.9963519313304721,0.9550000007947286
46,0.015366921628477633,0.23467335641384124,0.9946190271201033,0.9400000007947286
47,0.015017735655626994,0.14161229740828277,0.9948497854077253,0.9733333325386048
48,0.01756830869420334,0.27347418824831643,0.994206008583691,0.948333334128062
49,0.013628965978619097,0.27583070119222003,0.9961256995264743,0.9250000007947285
50,0.011182564471560956,0.1225886873404185,0.996030042918455,0.9683333341280619
51,0.014150764225331833,0.0932273037234942,0.9945815450643777,0.9716666658719381
52,0.01459527022427738,0.08369707624117534,0.9946728368489023,0.9750000007947286
53,0.013198453804459321,0.46400384108225506,0.9953326180257511,0.9116666674613952
54,0.014550132894379796,0.12261570351819197,0.9950643776824034,0.9666666674613953
55,0.02231459414573053,0.4047923827171326,0.9927894963409385,0.9316666674613953
