index,train_loss,val_loss,train_acc,val_acc
0,0.12733730154732864,0.09522634794314702,0.9577988815307618,0.95650634765625
1,0.08688454329967499,0.0866649920741717,0.9597997411092123,0.95650634765625
2,0.07820399439583223,0.08447652459144592,0.9661498514811198,0.9652359008789062
3,0.07672714449465275,0.08177160918712616,0.9687115859985351,0.967249043782552
4,0.07357167438914379,0.08491739730040232,0.9699593607584636,0.9658716837565104
5,0.07204505701859792,0.08124583661556244,0.970604591369629,0.9666763305664062
6,0.06950222580383221,0.08244197765986125,0.9715600840250651,0.9685567220052084
7,0.06829666985819736,0.07949445247650147,0.9720007705688477,0.9690907796223959
8,0.06720347673942645,0.08061186671257019,0.9726049296061198,0.9660130818684896
9,0.06500952958439787,0.0765883207321167,0.9732465998331705,0.9691869099934896
10,0.06400918473800023,0.08217722574869792,0.9738100687662761,0.9698654174804687
11,0.0635278138394157,0.07683536807696024,0.9741011301676432,0.9701100667317708
12,0.06174352393796047,0.0775766059756279,0.9745928064982097,0.9692799886067708
13,0.06037571950505177,0.08127433160940806,0.9750251261393229,0.9705764770507812
14,0.06005428781112035,0.0751027892033259,0.9751765569051106,0.9700525919596354
15,0.05805676729728778,0.07620328962802887,0.9759903971354167,0.969744873046875
16,0.05706634070724249,0.0794785757859548,0.9764573415120442,0.9709401448567708
17,0.05722431811193625,0.07901376138130824,0.9762740961710612,0.9704350789388021
18,0.055714788554857175,0.07763790686925252,0.9771082051595052,0.9686055501302083
19,0.056202686416606105,0.08103885352611542,0.9766345977783203,0.9710296630859375
20,0.053620549620439606,0.07938349296649297,0.9778526178995768,0.967412821451823
21,0.05314528807997704,0.085263987382253,0.9780904897054037,0.9709940592447917
22,0.05241223879158497,0.08084367762009302,0.9783762995402018,0.9700546264648438
23,0.0509458265081048,0.0803129106760025,0.9789856211344401,0.9675923665364583
24,0.05012728716557224,0.07967642843723297,0.9793770090738932,0.9674372355143229
25,0.04956388464818398,0.07902487417062123,0.9795864232381185,0.9699544270833333
26,0.048509166358659664,0.0794882948199908,0.9801171112060547,0.9685160319010416
27,0.048724273468057314,0.0831152061621348,0.9801103083292643,0.9683334350585937
28,0.047676267735660076,0.08182866871356964,0.9804405721028646,0.9693644205729167
29,0.04711914693936706,0.08657094438870748,0.9808817545572917,0.9700800577799479
30,0.04597443688039978,0.08561495542526246,0.9812710952758789,0.9690109252929687
31,0.047135065564264854,0.08668969521919886,0.98086976369222,0.96864013671875
32,0.04523369300489624,0.09245173831780752,0.9817405446370443,0.9702880859375
33,0.044456967649360496,0.08605933835109075,0.9820817184448242,0.96962890625
34,0.04428493579849601,0.09070351421833038,0.9821913782755534,0.970513916015625
35,0.04319973620896538,0.08814559231201807,0.9826696904500326,0.9695093790690105
36,0.04285032867764433,0.08499490817387899,0.9828145217895508,0.9675974527994792
37,0.041687355196724334,0.08145128687222798,0.9833361943562825,0.9680440266927083
38,0.040598266075054804,0.08986479888359705,0.9837687555948893,0.9685373942057292
39,0.04146762846037746,0.08784060825904211,0.9833896001180013,0.9692184448242187
40,0.039866574940582114,0.09053951899210612,0.9840287399291993,0.9688746134440104
41,0.04032476890211304,0.0868730237086614,0.98384765625,0.9679941813151042
42,0.03896558490271369,0.09298042953014374,0.9844790649414062,0.9692530314127604
43,0.0382563698105514,0.08696991254885991,0.9847777557373046,0.9667587280273438
44,0.039208705698450405,0.09104914367198944,0.9843454360961914,0.9687810262044271
45,0.04093464947616061,0.0907783289750417,0.9835144297281901,0.9691167195638021
46,0.03699162405605117,0.09038126816352209,0.985251096089681,0.9698949178059896
47,0.037161924429237846,0.08698261628548304,0.9852087529500325,0.9679616292317709
48,0.03663765865688522,0.09483023236195247,0.9854708735148112,0.9673604329427083
49,0.03639659667387605,0.0883765031894048,0.985513547261556,0.9681925455729167
50,0.036716141228874524,0.09589662651220958,0.9852811431884766,0.9688573201497396
