index,train_loss,val_loss,train_acc,val_acc
0,0.6140827836121543,0.28990104673807493,0.747139830558987,0.8785046728971962
1,0.345977163738759,0.16120367490242574,0.8710191082296351,0.9376947040498442
2,0.2811792058964907,0.1280396965062507,0.8944385593978025,0.956386292834891
3,0.259209266162602,0.09842744881629573,0.9015923566878981,0.9719626168224299
4,0.23935092232995114,0.0983276379721187,0.9083156780166141,0.9719626168224299
5,0.2216442367137111,0.08737548813804102,0.9165074309472572,0.9626168224299065
6,0.21381699583333008,0.09520406895708815,0.9200636942422061,0.9688473522106064
7,0.19257692303192817,0.08214022735832985,0.9262711863649093,0.9595015576323987
8,0.19745864052159393,0.07869423740192366,0.926963906581741,0.9688473520249221
9,0.18398704065672927,0.07980526378559605,0.9300847457627118,0.9688473520249221
10,0.17887951303312985,0.10281098283960766,0.9320594479070854,0.9595015576323987
11,0.17350925840042783,0.051821290973771215,0.9360169492030548,0.9875389408099688
12,0.1675928153967655,0.062104976366816604,0.9375265391515825,0.9906542056074766
13,0.1677267209691986,0.059948660468108185,0.9384819531643214,0.9813084112149533
14,0.15653637839260243,0.05533694233339152,0.9406249999242314,0.9781931464174455
15,0.15938379847762943,0.0554862318798389,0.9404989383023256,0.9750778816199377
16,0.1506819631557091,0.06310361236148163,0.9442796609411805,0.9750778816199377
17,0.14937520064334453,0.08044424021726829,0.9435244161105713,0.9595015576323987
18,0.14690368099264423,0.044372828102835986,0.9464512711106721,0.9937694704049844
19,0.14668807933411526,0.0568097021395915,0.9468683651045376,0.9875389408099688
20,0.14137722928306354,0.05690637930670631,0.9467622081185602,0.9875389393244949
21,0.13786053309469656,0.07085105585608184,0.9487288135088097,0.9657320872274143
22,0.13652949094013045,0.06913344390876011,0.9497346072186836,0.9750778816199377
23,0.1299727341424579,0.05105630562962048,0.9512711863901655,0.9781931464174455
24,0.1325782182308076,0.06322458547072535,0.951380042462845,0.9844236760124611
25,0.13093810996664215,0.08900877508419237,0.9515360169491526,0.9781931464174455
26,0.12810868434766168,0.0809900621982216,0.9535562633202587,0.9813084112149533
27,0.11970536032070717,0.06272287927916116,0.9559978768071298,0.9781931404755494
28,0.1344633434291424,0.07308525509945178,0.9499999999242313,0.9657320872274143
29,0.12062048356675577,0.05479375859925587,0.9558386410877203,0.9813084112149533
30,0.11873313607805866,0.05120097047205423,0.9576271185682992,0.9813084112149533
31,0.11454077650913513,0.0724517363428234,0.9578025477453909,0.9626168224299065
32,0.11165478719394432,0.06500473819278482,0.9585275423728814,0.9750778816199377
33,0.10885123285423419,0.07929591985667456,0.9584394904458599,0.9750778816199377
34,0.11804857560237692,0.06401998749890617,0.9573248408149508,0.9781931404755494
35,0.11162980820162821,0.056119624943098176,0.9590042371365983,0.9781931464174455
36,0.11530355726291609,0.06508924486949703,0.9570063693761319,0.9626168224299065
37,0.10506962113540178,0.03599410585339567,0.9609639829750788,0.9844236760124611
38,0.10554728356769384,0.07325323367044562,0.960828025477707,0.9657320872274143
39,0.13117572148291046,0.05302999967221762,0.9534427965344009,0.9813084112149533
40,0.10438001148339417,0.05177212415141202,0.9613057323575273,0.9844236760124611
41,0.10235514767436338,0.060070563908492296,0.962048832297072,0.9750778786489896
42,0.10320864318854223,0.04956673769457295,0.9618114405264289,0.9750778816199377
43,0.10287218210910251,0.05289696950778783,0.9613588109644102,0.9844236760124611
44,0.09729922947126551,0.06428647562107101,0.9648305084493201,0.9719626168224299
45,0.1034094693459523,0.046792276783895644,0.9617303608582531,0.9844236760124611
